latency_ms,jitter_ms,packet_loss_pct,is_external,samples_count,label
49.18,6.15,1.15,1,25,2
25.78,7.09,0.298,1,9,2
18.13,3.58,0.001,0,19,0
21.26,11.44,0.526,1,17,2
1.18,2.43,0.184,0,17,0
96.85,26.3,3.518,1,4,1
3.23,2.54,0.048,0,10,0
71.78,6.29,0.844,1,20,2
17.8,4.84,0.03,0,29,0
18.88,7.31,0.105,1,10,2
159.03,9.1,1.5,1,10,1
10.53,0.58,0.309,0,19,0
8.45,0.97,0.025,0,14,0
51.03,6.5,0.258,1,20,2
4.01,0.85,0.19,0,19,0
34.9,4.62,0.019,1,18,2
144.15,17.69,6.123,1,12,1
30.0,3.2,0.348,0,19,0
70.53,2.22,0.212,1,7,2
33.91,2.34,0.443,1,6,2
27.04,1.0,0.26,1,14,2
37.38,5.17,0.547,0,19,0
130.3,26.5,2.569,1,15,1
30.15,5.51,0.48,1,22,2
13.48,6.89,0.038,0,8,0
141.21,8.0,4.881,1,8,1
4.34,0.1,0.231,0,11,0
110.6,19.15,7.304,1,10,1
25.9,4.25,0.587,1,21,2
2.8,0.1,0.117,0,28,0
48.97,4.66,0.317,1,21,2
54.15,5.98,0.422,1,26,2
17.25,9.34,0.721,1,7,2
30.82,8.52,0.012,1,7,2
164.63,39.31,4.276,1,19,1
113.14,8.0,3.864,1,17,1
22.45,3.26,0.266,1,19,2
4.5,2.15,0.121,0,25,0
12.61,0.76,0.242,0,25,0
50.98,5.37,0.003,1,19,2
11.24,5.16,0.1,1,13,2
26.7,5.13,0.62,1,8,2
21.81,3.29,0.594,0,8,0
150.02,18.73,6.52,1,3,1
29.27,7.37,0.02,1,25,2
25.07,5.7,0.125,1,28,2
60.0,17.83,3.375,1,4,1
69.45,10.52,2.343,1,5,1
162.72,34.55,5.598,1,10,1
194.68,37.28,6.086,1,12,1
51.81,14.95,2.269,1,10,2
114.0,14.18,1.5,1,13,1
74.84,24.2,6.79,1,15,1
41.35,5.08,0.004,1,29,2
76.14,7.11,0.581,1,24,2
51.17,11.21,0.78,1,22,2
54.36,7.48,0.446,1,28,2
1.0,2.89,0.125,0,12,0
89.52,13.94,1.51,1,10,2
27.13,8.93,0.123,1,28,2
49.3,3.73,0.735,1,10,2
10.0,5.45,0.561,1,15,2
1.99,0.1,0.271,0,7,0
30.37,5.13,0.694,0,18,0
50.25,10.47,1.443,1,13,2
6.74,0.76,0.244,0,23,0
24.97,6.28,0.3,1,27,2
1.0,1.36,0.004,0,28,0
2.79,1.52,0.093,0,14,0
40.65,9.34,0.007,1,26,2
22.63,2.83,0.455,1,21,2
33.17,5.02,0.069,1,24,2
18.45,6.11,0.229,0,27,0
12.99,0.86,0.099,0,15,0
68.68,11.79,1.733,1,5,1
79.59,16.39,1.205,1,11,1
113.66,11.85,9.032,1,10,1
167.48,33.52,1.5,1,7,1
10.82,5.39,0.37,1,20,2
123.38,20.65,2.907,1,13,1
116.45,29.18,3.754,1,10,1
4.27,4.86,0.014,0,25,0
97.24,21.61,4.523,1,5,1
62.45,36.31,1.5,1,13,1
11.09,3.44,0.102,1,9,2
165.48,22.77,6.239,1,11,1
20.74,6.04,0.094,1,24,2
2.59,4.43,0.043,0,20,0
21.39,2.47,0.106,1,6,2
8.3,1.92,0.302,0,11,0
176.47,45.07,3.861,1,17,1
28.06,3.61,0.563,0,15,0
1.0,0.32,0.191,0,17,0
146.57,22.96,5.826,1,11,1
38.5,7.21,0.479,0,9,0
1.0,0.1,0.216,0,15,0
43.58,5.8,0.331,1,25,2
37.11,13.4,0.761,1,10,2
99.94,23.11,2.545,1,17,1
80.57,13.83,1.638,1,9,1
50.18,5.74,0.656,1,28,2
102.53,10.82,6.351,1,13,1
387.86,47.22,6.818,1,5,1
188.38,40.84,2.044,1,18,1
119.24,42.95,2.822,1,15,1
9.33,2.33,0.089,0,11,0
60.0,18.19,8.091,1,3,1
44.51,11.92,0.372,1,24,2
189.0,22.8,4.213,1,17,1
7.52,4.51,0.108,0,28,0
21.05,7.72,0.086,1,20,2
1.0,2.98,0.221,0,10,0
14.14,0.17,0.146,0,28,0
115.98,31.31,3.402,1,12,1
60.0,19.21,4.896,1,13,1
4.78,1.44,0.369,0,18,0
361.13,82.75,13.012,1,9,1
45.15,4.33,0.287,1,5,2
8.03,0.44,0.047,0,13,0
70.18,6.93,0.745,1,21,2
130.32,24.86,5.513,1,10,1
50.15,12.75,1.492,1,7,2
29.32,0.44,0.038,0,9,0
11.18,6.03,0.04,1,29,2
22.29,0.84,0.222,0,28,0
23.0,6.9,0.403,1,27,2
264.59,30.81,13.183,1,9,1
129.93,27.0,3.013,1,8,1
152.3,27.35,4.785,1,9,1
13.95,6.97,0.219,1,10,2
36.03,1.04,0.023,1,20,2
80.77,17.37,1.505,1,7,1
8.81,0.52,0.019,0,16,0
34.38,5.46,0.69,0,6,0
57.12,1.19,0.629,1,20,2
159.97,23.85,3.02,1,3,1
13.99,0.58,0.034,0,16,0
58.3,3.68,0.219,1,9,2
33.74,2.71,0.035,1,6,2
5.89,0.7,0.394,0,11,0
46.98,7.88,0.407,1,22,2
27.01,0.58,0.5,0,10,0
14.87,11.28,0.095,1,25,2
138.79,41.24,6.335,1,7,1
35.93,8.54,0.442,1,29,2
110.41,31.01,1.622,1,8,1
2.81,0.1,0.299,0,9,0
55.74,5.61,0.411,1,24,2
10.46,1.05,0.214,0,22,0
1.0,4.37,0.081,0,16,0
1.0,0.36,0.186,0,17,0
35.72,2.83,0.302,1,5,2
28.4,8.85,0.099,1,7,2
1.23,0.89,0.202,0,24,0
148.92,24.83,2.633,1,15,1
14.12,0.89,0.025,0,11,0
5.85,2.72,0.079,0,5,0
37.28,6.39,1.5,1,23,2
38.79,6.0,0.529,1,18,2
1.0,1.04,0.099,0,19,0
77.97,34.58,1.796,1,14,1
11.36,3.79,0.069,0,8,0
109.08,25.82,3.342,1,16,1
58.91,15.91,1.62,1,6,1
22.66,4.24,0.348,1,22,2
3.98,1.71,0.179,0,13,0
26.12,5.62,0.075,1,28,2
168.7,32.25,4.057,1,10,1
94.92,38.59,5.568,1,11,1
81.56,34.23,3.528,1,7,1
36.79,8.87,0.119,1,20,2
64.68,8.0,2.454,1,13,1
44.15,5.71,0.357,1,10,2
39.85,4.18,0.492,1,16,2
31.19,11.74,0.381,1,27,2
10.0,6.88,0.093,1,25,2
2.38,0.6,0.205,0,11,0
202.94,35.38,3.187,1,12,1
11.62,0.9,0.413,0,18,0
3.44,1.41,0.025,0,6,0
22.48,5.64,0.127,1,27,2
156.74,28.67,5.59,1,16,1
60.0,56.48,4.327,1,3,1
6.87,3.42,0.037,0,9,0
291.02,58.08,9.575,1,3,1
21.2,5.0,0.195,1,26,2
1.44,5.06,0.089,0,26,0
35.88,7.9,0.361,1,19,2
42.23,9.65,0.591,1,13,2
1.02,2.86,0.047,0,25,0
39.7,7.96,0.484,0,5,0
134.83,8.0,2.245,1,13,1
62.55,26.5,2.35,1,9,1
1.32,2.17,0.146,0,5,0
13.18,0.63,0.008,0,23,0
2.14,0.1,0.157,0,18,0
107.58,30.0,2.277,1,10,1
134.18,31.93,3.448,1,6,1
37.31,3.13,0.433,0,9,0
115.96,8.0,2.434,1,14,1
17.68,0.95,0.01,0,8,0
30.07,7.5,0.307,1,19,2
138.48,11.05,3.766,1,5,1
43.32,8.24,0.255,1,15,2
22.9,0.45,0.003,0,22,0
37.53,8.17,0.811,1,13,2
108.04,25.8,2.032,1,19,1
79.41,11.29,2.066,1,14,1
33.39,7.69,0.284,1,28,2
5.56,2.04,0.264,0,13,0
14.12,1.83,0.102,0,21,0
2.59,1.7,0.033,0,26,0
127.98,29.95,1.929,1,3,1
1.0,3.91,0.11,0,24,0
16.05,1.0,0.112,0,9,0
17.9,3.44,0.359,1,15,2
2.87,3.4,0.018,0,27,0
109.96,15.14,3.733,1,13,1
23.19,2.44,0.732,1,26,2
86.79,8.0,3.665,1,18,1
28.67,6.83,0.53,1,25,2
29.29,1.21,0.228,1,21,2
197.24,27.58,6.184,1,19,1
140.41,8.79,1.5,1,10,1
14.7,0.54,0.334,0,12,0
27.97,8.82,0.147,1,24,2
2.53,0.88,0.113,0,13,0
9.5,8.0,0.383,0,19,0
10.46,2.48,0.309,0,18,0
24.12,0.1,0.313,0,26,0
173.73,19.76,3.275,1,19,1
87.21,8.84,1.5,1,15,1
11.62,3.52,0.099,1,12,2
80.0,2.86,0.998,1,14,2
38.82,4.14,0.044,1,7,2
17.68,1.1,0.188,0,28,0
1.67,4.29,0.037,0,26,0
3.13,3.51,0.234,0,26,0
103.05,40.86,6.281,1,3,1
1.56,0.41,0.068,0,8,0
16.74,1.61,0.08,0,27,0
9.78,2.05,0.105,0,28,0
53.43,5.28,0.335,1,15,2
1.16,2.09,0.057,0,13,0
114.79,22.56,5.847,1,17,1
60.0,24.66,1.5,1,13,1
1.05,1.89,0.089,0,28,0
181.14,13.43,3.587,1,11,1
146.28,9.79,1.5,1,7,1
30.4,6.51,0.499,1,10,2
31.8,6.18,0.516,0,5,0
1.89,1.85,0.091,0,11,0
39.35,7.88,0.049,1,10,2
2.68,2.77,0.132,0,10,0
12.47,8.0,0.201,0,5,0
60.0,38.3,5.663,1,7,1
30.87,1.4,0.601,1,16,2
7.36,0.1,0.079,0,6,0
19.03,4.3,0.171,1,16,2
50.4,10.82,1.889,1,12,2
9.12,4.65,0.047,0,27,0
108.73,9.96,6.323,1,11,1
138.31,8.0,5.072,1,16,1
165.57,14.51,4.993,1,16,1
35.21,7.87,0.205,1,15,2
1.0,0.98,0.382,0,5,0
59.79,4.53,0.122,1,16,2
172.76,37.63,2.437,1,12,1
9.08,0.1,0.25,0,28,0
24.56,5.95,0.594,0,11,0
70.23,29.12,1.5,1,13,1
15.38,0.1,0.125,0,23,0
131.84,39.75,1.688,1,17,1
38.42,9.5,0.556,1,18,2
100.87,8.0,4.08,1,13,1
14.0,4.44,0.157,1,26,2
19.11,1.99,0.13,0,14,0
5.9,0.95,0.174,0,29,0
83.67,18.86,4.224,1,15,1
1.0,2.93,0.451,0,13,0
136.03,24.58,2.649,1,3,1
4.56,4.2,0.237,0,19,0
107.83,17.38,2.663,1,12,1
31.84,7.56,0.458,0,11,0
102.98,36.66,7.294,1,4,1
2.73,1.18,0.021,0,15,0
31.82,5.55,0.349,1,12,2
151.33,46.85,4.289,1,3,1
1.0,3.59,0.151,0,8,0
450.9,36.24,7.187,1,4,1
52.83,6.85,0.478,1,9,2
61.01,5.39,1.166,1,28,2
45.09,7.48,0.391,1,16,2
26.31,1.0,0.122,1,11,2
146.53,8.82,4.806,1,13,1
42.3,1.61,0.055,1,19,2
138.13,8.18,5.207,1,5,1
79.87,17.97,4.672,1,8,1
10.57,0.51,0.098,0,19,0
14.7,0.53,0.11,0,6,0
29.32,6.95,0.702,0,14,0
77.78,39.6,1.814,1,16,1
43.34,1.0,0.549,1,19,2
7.84,4.38,0.355,0,24,0
486.22,89.51,7.9,1,4,1
170.3,33.88,3.606,1,6,1
11.76,4.94,0.046,0,11,0
123.06,45.44,3.403,1,6,1
1.53,0.41,0.112,0,10,0
36.23,5.33,0.294,1,6,2
5.93,0.25,0.5,0,12,0
27.29,4.03,0.455,0,19,0
146.21,8.0,6.569,1,11,1
9.52,6.08,0.157,0,14,0
3.21,0.45,0.071,0,14,0
7.16,0.89,0.04,0,20,0
22.08,4.53,0.618,1,11,2
47.16,1.0,0.157,1,5,2
115.99,31.59,8.736,1,11,1
55.76,9.47,0.243,1,18,2
60.0,20.29,2.879,1,16,1
1.0,4.28,0.188,0,9,0
108.15,54.35,6.534,1,5,1
43.89,1.0,0.582,1,11,2
9.38,7.01,0.055,0,11,0
8.7,0.18,0.099,0,19,0
1.0,1.43,0.085,0,12,0
15.74,6.18,0.498,0,7,0
60.0,51.7,5.22,1,8,1
68.59,12.64,1.691,1,12,1
1.13,0.15,0.053,0,23,0
22.41,1.73,0.234,1,24,2
32.95,4.63,0.39,0,12,0
43.99,6.93,0.04,1,6,2
12.18,0.79,0.048,0,28,0
26.56,5.96,0.298,1,15,2
153.66,19.3,3.141,1,10,1
4.05,1.53,0.034,0,29,0
44.58,9.91,0.162,1,11,2
51.94,10.56,1.528,1,5,2
154.3,27.78,4.744,1,7,1
75.54,47.57,5.705,1,11,1
93.03,33.61,4.255,1,6,1
94.73,32.34,4.205,1,15,1
43.33,2.45,0.068,1,6,2
137.5,27.42,3.281,1,17,1
127.88,39.11,2.592,1,10,1
260.7,76.11,14.083,1,3,1
33.12,10.85,0.352,1,17,2
93.58,37.18,1.5,1,7,1
398.59,92.64,5.618,1,4,1
134.62,29.68,4.349,1,8,1
5.63,0.1,0.021,0,28,0
172.17,33.97,8.055,1,19,1
72.51,8.0,1.5,1,19,1
111.23,31.25,4.184,1,6,1
4.74,3.2,0.057,0,14,0
105.53,28.95,2.586,1,4,1
7.94,0.62,0.081,0,19,0
2.23,0.44,0.232,0,27,0
120.13,16.02,6.548,1,5,1
141.75,31.01,9.027,1,19,1
60.0,16.85,3.696,1,16,1
30.55,5.16,0.162,1,8,2
56.71,1.0,0.042,1,27,2
1.46,0.42,0.079,0,25,0
159.12,17.25,5.216,1,3,1
27.46,2.98,0.031,1,6,2
12.32,4.1,0.361,1,11,2
25.98,1.81,0.489,0,10,0
34.61,5.24,0.085,1,11,2
55.05,10.02,2.129,1,10,2
24.15,3.83,0.011,1,21,2
104.85,42.68,5.184,1,3,1
100.9,9.44,5.46,1,9,1
126.51,33.38,5.034,1,9,1
29.96,5.62,0.179,1,27,2
52.01,14.59,1.422,1,9,2
68.69,12.05,1.676,1,10,2
201.88,27.13,1.923,1,5,1
101.45,19.87,4.432,1,6,1
13.31,0.97,0.195,0,9,0
398.15,52.78,5.43,1,6,1
63.54,6.04,0.333,1,25,2
22.07,1.35,0.118,0,24,0
99.45,24.12,2.279,1,16,1
93.74,26.19,4.612,1,8,1
1.0,5.5,0.167,0,5,0
132.33,20.04,2.123,1,17,1
15.77,0.17,0.054,0,19,0
138.2,27.62,4.536,1,9,1
18.22,3.04,0.193,1,6,2
163.65,40.12,4.242,1,18,1
6.24,0.1,0.154,0,24,0
132.27,22.53,5.156,1,15,1
220.47,64.64,7.517,1,3,1
36.14,5.27,0.723,0,16,0
12.89,7.32,0.114,1,14,2
10.0,3.78,0.091,1,14,2
372.26,80.08,5.117,1,9,1
4.14,0.88,0.108,0,5,0
130.47,29.07,1.779,1,14,1
10.28,2.47,0.161,1,21,2
215.32,32.81,4.602,1,4,1
90.29,37.75,3.234,1,12,1
1.64,0.61,0.413,0,20,0
163.57,18.43,4.29,1,6,1
354.9,64.15,5.474,1,7,1
2.18,2.02,0.067,0,24,0
3.57,4.19,0.477,0,9,0
3.78,0.18,0.28,0,6,0
165.22,36.57,7.982,1,3,1
21.62,3.49,0.129,0,6,0
30.0,0.76,0.095,0,22,0
28.54,0.14,0.243,0,9,0
12.65,0.1,0.423,0,13,0
4.73,3.32,0.129,0,20,0
142.26,25.57,3.109,1,8,1
144.74,30.32,4.103,1,11,1
21.24,2.5,0.385,0,16,0
162.8,20.22,1.5,1,14,1
167.39,42.95,2.743,1,6,1
36.12,4.3,0.056,1,24,2
109.03,21.22,4.37,1,7,1
78.15,34.2,5.402,1,15,1
40.65,3.21,0.162,1,6,2
43.84,12.9,0.056,1,18,2
143.72,16.39,5.943,1,14,1
31.96,1.0,0.174,1,7,2
76.8,19.49,5.849,1,7,1
16.49,12.33,0.187,1,27,2
65.18,8.6,0.48,1,11,2
86.98,12.98,6.999,1,4,1
113.26,20.56,7.347,1,11,1
10.7,7.76,0.658,1,17,2
32.99,7.64,0.297,1,8,2
35.02,2.9,0.364,1,25,2
141.05,28.0,4.988,1,12,1
41.68,4.14,0.133,1,23,2
6.54,2.25,0.5,0,8,0
60.0,49.83,3.821,1,5,1
19.02,6.63,0.365,1,24,2
148.06,8.0,4.295,1,18,1
75.34,15.59,2.052,1,5,1
4.75,0.38,0.343,0,12,0
8.31,1.91,0.022,0,20,0
49.61,6.45,0.293,1,22,2
434.39,66.28,7.267,1,6,1
95.47,8.0,3.025,1,9,1
4.72,0.35,0.146,0,6,0
13.15,2.2,0.125,0,25,0
159.02,35.01,5.556,1,18,1
13.2,1.08,0.165,0,8,0
12.66,7.73,0.186,0,15,0
3.71,1.18,0.5,0,27,0
36.3,4.69,0.764,0,9,0
2.54,2.79,0.041,0,8,0
196.63,29.42,2.7,1,13,1
64.25,42.62,3.765,1,11,1
12.34,3.27,0.048,0,14,0
60.0,24.95,5.19,1,6,1
33.48,7.25,0.069,1,11,2
43.2,10.5,0.29,1,13,2
159.93,41.1,3.936,1,5,1
9.36,4.77,0.102,0,8,0
8.26,1.57,0.09,0,8,0
4.35,3.54,0.001,0,26,0
60.0,17.2,4.771,1,15,1
14.37,0.22,0.059,0,26,0
21.87,4.48,0.764,0,14,0
3.67,0.46,0.238,0,25,0
1.0,0.24,0.084,0,14,0
66.84,16.3,1.791,1,5,2
1.74,0.42,0.105,0,15,0
14.51,0.1,0.016,0,14,0
67.9,13.92,1.38,1,7,1
25.4,4.8,0.405,0,5,0
103.67,32.97,1.5,1,17,1
41.2,6.94,0.007,1,11,2
19.77,8.53,0.37,1,27,2
105.46,8.0,5.593,1,6,1
174.16,34.33,4.799,1,11,1
53.81,8.65,0.104,1,10,2
16.16,12.22,0.002,1,24,2
8.29,0.15,0.108,0,5,0
1.0,0.74,0.244,0,20,0
3.45,0.1,0.331,0,17,0
32.9,5.48,0.714,0,14,0
130.43,15.59,2.496,1,5,1
1.6,0.17,0.078,0,22,0
1.86,0.1,0.011,0,11,0
34.2,4.47,0.786,0,17,0
7.99,1.48,0.284,0,19,0
26.77,4.22,0.093,1,5,2
45.19,7.61,0.737,1,24,2
130.12,36.33,2.628,1,16,1
27.43,9.16,0.028,1,28,2
50.92,3.72,0.064,1,29,2
13.59,2.78,0.16,0,22,0
36.71,7.5,0.557,0,15,0
33.78,11.65,0.027,1,26,2
95.65,21.1,4.572,1,19,1
5.8,1.85,0.146,0,17,0
23.93,3.76,0.289,0,28,0
3.09,5.24,0.078,0,14,0
107.37,41.01,6.085,1,13,1
30.35,8.09,0.065,1,27,2
9.43,0.9,0.114,0,7,0
49.95,3.16,0.002,1,20,2
56.17,9.57,0.995,1,17,2
70.77,8.62,4.116,1,13,1
72.73,16.07,1.122,1,8,2
420.1,44.66,6.407,1,9,1
45.9,4.26,0.135,1,17,2
95.34,9.76,6.865,1,16,1
10.79,0.31,0.022,0,24,0
30.0,0.7,0.046,0,7,0
131.96,28.03,5.871,1,18,1
44.1,6.0,0.122,1,27,2
1.0,2.25,0.021,0,29,0
60.0,15.13,4.656,1,17,1
21.1,6.13,0.585,1,14,2
10.84,8.0,0.108,0,24,0
51.98,3.71,0.566,1,26,2
92.77,30.39,3.534,1,16,1
1.25,2.44,0.008,0,12,0
40.37,2.63,0.037,1,9,2
130.52,32.56,1.5,1,13,1
151.18,8.0,8.739,1,13,1
35.62,4.43,0.453,0,12,0
13.21,5.73,0.157,0,26,0
4.92,2.54,0.08,0,29,0
120.6,35.15,1.5,1,11,1
60.0,18.89,5.541,1,11,1
148.68,25.2,2.489,1,5,1
56.02,7.52,0.83,1,9,2
7.21,0.52,0.038,0,26,0
42.27,5.82,0.158,1,25,2
136.47,8.0,3.168,1,17,1
44.04,5.72,0.6,1,11,2
7.64,0.95,0.08,0,29,0
138.68,38.18,4.208,1,19,1
16.17,2.1,0.219,1,12,2
49.2,9.13,0.566,1,11,2
31.88,6.94,0.098,1,9,2
33.49,7.21,0.342,0,11,0
2.53,1.25,0.248,0,8,0
13.27,5.42,0.201,1,19,2
35.82,4.1,1.5,1,21,2
20.16,2.84,0.143,1,19,2
150.15,18.05,4.852,1,14,1
132.97,27.77,5.343,1,17,1
155.98,12.61,1.5,1,18,1
60.0,12.46,3.832,1,5,1
108.2,20.83,2.125,1,15,1
1.0,3.64,0.443,0,28,0
300.37,94.32,9.544,1,8,1
1.0,0.1,0.201,0,10,0
27.95,5.24,0.737,0,16,0
8.08,2.32,0.016,0,29,0
69.7,23.27,1.768,1,3,1
29.79,0.86,0.088,0,5,0
8.3,0.23,0.002,0,20,0
37.05,5.85,0.456,1,15,2
4.59,2.63,0.236,0,13,0
124.81,28.55,7.802,1,12,1
30.0,6.67,0.02,0,21,0
129.3,8.77,2.558,1,10,1
166.22,14.45,3.915,1,18,1
20.02,7.53,0.024,1,29,2
102.09,8.0,3.702,1,6,1
173.05,39.76,4.74,1,4,1
158.96,19.22,5.624,1,11,1
5.49,1.83,0.091,0,29,0
27.65,6.72,0.465,1,21,2
27.58,11.56,0.014,1,21,2
16.8,0.6,0.042,0,28,0
164.58,15.24,4.524,1,4,1
87.49,17.97,1.5,1,6,1
118.99,31.51,3.773,1,19,1
143.19,32.61,4.317,1,13,1
313.59,57.8,10.054,1,7,1
2.07,0.21,0.036,0,19,0
61.21,4.75,0.211,1,10,2
48.81,3.04,0.403,1,20,2
13.57,6.45,0.154,1,27,2
47.9,11.11,0.284,1,28,2
325.3,31.63,13.174,1,6,1
86.38,19.75,2.782,1,13,1
34.0,5.28,0.142,1,23,2
110.81,13.68,4.884,1,15,1
153.16,50.65,5.644,1,12,1
3.05,0.25,0.003,0,29,0
32.3,3.1,0.927,1,20,2
65.82,16.01,1.211,1,14,1
20.8,6.88,0.013,1,25,2
9.68,0.81,0.278,0,15,0
115.99,33.43,1.739,1,17,1
2.58,3.34,0.0,0,7,0
7.15,0.45,0.09,0,20,0
35.41,1.0,0.066,1,14,2
72.19,23.21,3.35,1,3,1
43.08,6.21,0.312,1,15,2
37.9,4.45,0.1,1,18,2
53.37,3.36,0.052,1,24,2
145.34,28.46,5.567,1,7,1
42.22,2.41,0.528,1,9,2
335.09,36.32,14.869,1,6,1
20.32,8.44,0.322,1,21,2
23.71,7.01,0.299,1,10,2
33.36,6.88,0.023,1,12,2
13.26,0.58,0.065,0,5,0
76.72,30.65,2.867,1,8,1
15.64,9.65,0.176,1,18,2
37.51,6.8,0.336,1,6,2
1.42,0.45,0.136,0,6,0
31.45,6.66,0.149,1,15,2
11.81,4.71,0.328,1,22,2
118.03,8.0,4.922,1,12,1
81.08,15.32,4.969,1,19,1
1.0,1.56,0.004,0,22,0
181.28,44.22,3.448,1,16,1
134.81,8.0,5.476,1,10,1
33.26,2.01,0.251,1,28,2
15.38,4.64,0.25,1,19,2
29.5,5.4,0.111,1,18,2
1.0,1.77,0.045,0,20,0
4.2,3.51,0.062,0,5,0
82.88,15.78,2.398,1,9,1
17.33,6.25,0.468,1,15,2
134.76,9.98,5.343,1,12,1
144.63,20.89,1.5,1,13,1
140.07,26.28,3.238,1,18,1
2.04,2.6,0.064,0,26,0
71.7,16.78,1.393,1,14,2
18.19,4.75,0.098,1,10,2
2.52,0.68,0.168,0,16,0
170.66,15.19,1.5,1,4,1
1.0,1.43,0.094,0,12,0
23.42,7.15,0.469,0,6,0
29.95,4.51,1.416,1,8,2
215.77,16.4,1.5,1,8,1
35.3,5.69,0.719,0,5,0
170.0,32.81,6.586,1,17,1
79.88,16.87,1.576,1,10,1
14.55,1.33,0.121,1,13,2
41.46,5.88,0.335,1,16,2
56.45,3.67,0.002,1,13,2
39.92,1.51,0.862,1,18,2
55.08,7.86,0.148,1,8,2
111.1,23.23,4.711,1,11,1
1.0,0.1,0.125,0,13,0
24.38,5.71,0.173,1,9,2
17.9,10.12,0.022,1,26,2
4.38,4.01,0.021,0,23,0
78.65,29.16,1.572,1,17,1
107.57,10.28,4.918,1,18,1
19.05,4.82,0.344,1,29,2
35.99,8.28,0.118,1,16,2
60.0,31.86,8.193,1,12,1
32.83,6.6,0.292,1,19,2
168.08,14.4,3.049,1,15,1
7.76,0.1,0.02,0,11,0
75.72,47.25,3.337,1,16,1
1.53,2.18,0.01,0,23,0
29.23,2.15,0.103,1,8,2
5.67,2.99,0.17,0,24,0
32.57,1.82,0.51,1,9,2
63.22,21.97,3.18,1,9,1
34.09,6.72,0.018,1,6,2
38.76,6.68,0.037,1,15,2
102.86,8.53,5.793,1,6,1
25.35,2.67,0.245,0,12,0
109.81,11.97,3.06,1,15,1
63.84,16.26,2.042,1,5,2
89.25,12.15,1.488,1,5,1
22.1,5.45,0.116,1,25,2
24.6,5.85,0.419,1,11,2
1.0,3.15,0.122,0,29,0
27.15,0.55,0.018,0,15,0
33.24,8.45,0.186,1,16,2
18.58,3.24,0.161,1,9,2
150.17,12.66,1.92,1,17,1
23.01,5.66,0.211,1,8,2
3.69,0.46,0.039,0,24,0
28.34,6.41,0.738,0,14,0
88.02,29.59,6.342,1,11,1
2.62,4.33,0.04,0,20,0
422.44,48.49,13.878,1,4,1
34.21,6.27,0.542,0,14,0
99.7,37.66,5.303,1,18,1
54.56,7.73,0.387,1,6,2
1.75,3.43,0.198,0,21,0
67.59,34.09,4.377,1,11,1
49.44,4.82,0.49,1,14,2
1.0,0.1,0.208,0,21,0
205.68,8.0,5.806,1,9,1
108.33,33.86,4.419,1,3,1
12.14,2.31,0.014,0,18,0
31.19,11.83,0.432,1,25,2
42.69,8.39,0.073,1,12,2
142.49,24.87,3.819,1,13,1
32.63,6.81,0.137,1,26,2
25.0,1.35,0.5,0,18,0
10.0,8.1,0.132,1,8,2
10.45,0.37,0.018,0,16,0
127.04,33.68,7.275,1,7,1
70.77,16.37,4.246,1,13,1
2.64,2.71,0.056,0,24,0
92.71,29.94,3.205,1,12,1
16.49,0.52,0.052,0,6,0
176.29,48.45,3.874,1,14,1
30.18,4.14,0.074,1,29,2
60.0,30.78,1.5,1,8,1
288.41,82.85,8.445,1,4,1
30.15,6.19,0.552,1,9,2
66.19,14.58,1.66,1,5,1
48.14,5.69,0.979,1,5,2
104.26,18.19,7.35,1,8,1
3.15,2.28,0.092,0,15,0
108.64,16.23,6.787,1,9,1
19.08,0.21,0.045,0,29,0
104.45,35.58,4.164,1,12,1
151.47,48.19,1.5,1,14,1
313.5,41.17,6.999,1,6,1
161.58,8.0,4.032,1,14,1
118.04,23.08,1.5,1,17,1
141.76,48.7,1.5,1,7,1
8.72,3.9,0.337,0,5,0
10.0,8.46,0.34,1,24,2
2.61,0.1,0.003,0,11,0
375.0,33.37,12.467,1,9,1
76.88,11.5,1.955,1,5,2
69.8,52.78,3.194,1,12,1
1.3,0.47,0.025,0,7,0
120.92,16.01,4.551,1,15,1
10.15,10.02,0.089,1,15,2
16.69,0.56,0.023,0,13,0
1.0,2.42,0.212,0,24,0
74.39,24.34,5.523,1,14,1
60.0,32.9,4.887,1,5,1
34.14,4.6,0.79,0,13,0
97.1,18.83,2.403,1,15,1
48.22,1.9,0.172,1,6,2
34.83,3.31,0.028,1,29,2
22.3,7.51,0.617,1,7,2
37.71,4.76,0.109,1,16,2
44.55,7.86,0.217,1,20,2
129.02,20.49,6.546,1,15,1
2.27,1.28,0.174,0,14,0
1.57,5.45,0.403,0,25,0
23.37,0.15,0.475,0,16,0
158.85,8.0,3.87,1,12,1
1.0,2.38,0.117,0,17,0
251.39,37.07,13.453,1,6,1
168.99,8.0,3.154,1,9,1
35.38,3.59,0.094,1,6,2
27.06,3.95,0.616,1,28,2
38.34,1.93,0.394,1,20,2
1.0,1.74,0.312,0,13,0
1.0,0.76,0.024,0,19,0
28.25,2.87,0.796,1,9,2
18.55,15.0,0.167,1,15,2
28.37,5.27,0.766,0,15,0
127.47,8.33,2.598,1,8,1
204.04,16.42,4.708,1,6,1
60.0,24.97,4.617,1,12,1
40.43,2.48,0.252,1,6,2
13.83,0.51,0.109,0,7,0
221.14,25.19,3.255,1,4,1
101.86,29.82,3.662,1,4,1
10.0,4.74,0.169,1,6,2
131.15,32.52,5.814,1,19,1
2.6,4.26,0.079,0,16,0
142.61,14.33,2.98,1,18,1
